content,score
apk jelek gampang eror emosi,1
aplikasi konyol daftar aja ribet banget !!!!,1
aplikasi berbayar,1
sbr ku mana woy,1
Baru download dan berlangganan giliran mau nonton malah muter aja loading+ layar hitam apk kaga jelas,1
bagus bangett tapi banyak iklan,3
"aplikasi error. terus menerus tidak bisa login. selalu ada tulisan ""ada kesalahan coba lagi beberapa menit"" sudah dicoba berulang kali tetap tidak bisa login. kenapa jadi seburuk ini setelah update apps",1
"loading terus, padahal sinyal nya bagus",1
mana jojo sbr eps 2 nyaaaa netflix,1
mana SBR eps 2 woiii...!!!!,1
apk jelek😂,1
kurang memuaskan,2
makanya look series aja,5
Kunci buat 2,5
i want Falling Skies series on Netflix Indonesia,1
dimana sbr eps 2 nya bung????,1
suka sama apalkasih cuman karna ror,5
stop delaying Steel Ball Run Netflix,1
bangsat gara-gara ni aplikasi hilang duitku tai padahal sudah berhenti berlangganan,1
WHERE SBR EPS 2,1
where is my sbr part 2 netflixx,1
"nonton pake HP. makin lama, makin banyak iklannya. bener² itungan detik trs muncul lagi lagi dan lagi",1
"aduh kendalanya selalu pas download, apakah bug atau eror saya ngak ekspek loh masa kendala nya hanya sepele gini, download tidak selesai, aneh baru apk ini saja yang ada kendalanya dari pengalaman saya yang pernah mengunakan beberapa apk berbeda baik itu berupa berlangganan maupun gratis",3
"sengaja ya buat hype Jojo terus ga ada lanjutan,agar semua orang berlangganan?sampah",1
WEEKLY SBR NETFLIX,1
WHERE IS STEEL BALL RUN,1
SBR nya mana wok,1
tidak jelas bikin akun terus,1
waiting next eps of sbr you scam,1
"where my sbr epsd 2, netflix",1
kenapa pas mau login gaada tempat narok passwordnya ya? apa karna hpku tipe lama? duh capekkkk,4
mana Netflix,1
gud,5
"where is my damn steel ball run, you bastard!",1
woi neflix mana sbr episode 2 yg kau janjikan itu hah😡 di saat orang lain menunggu sbr kau malah promosi BTS itu gak respek banget wok😡,1
is nice,5
Netflix SBR eps 2 nya mana,1
jojo kapan woii,1
"The GOAT of streaming services. Their original content is consistently high-quality, and the UI is the smoothest in the game. I love the ""Smart Downloads"" feature which automatically deletes watched episodes and grabs the next one for me. It’s perfect for binge-watching on the go. The recommendation engine is actually useful, helping me find my next obsession without scrolling for hours. It’s a premium experience that’s worth every penny. Pure fire!",5
mana eps 2 nya sbr ajg,1
STEEL BALL RUN!!!!,1
sbr eps 2,1
let's just pirate.. this dumbass company doesn't deserve our money,1
MANA STEEL BALL RUN EP2,1
"aplikasi sampah, mana steel ball run!!!!",1
rilis sbr woi stage 2,1
where sbr episode 2,2
sbr mana,1
KEPOTOMG TANPA NOTIFIKASI SALDO GUA,1
woy Netflix mana episode 2 stell ball run yang kau janjikan itu??,1
where tf is sbr ep 2,1
mana jojo eps 2 nya,1
where is steel ball run?,1
"gua baru download netflix, ini kenapa pake bahasa belanda?? gak bisa diubah di halaman loginnya aneh",1
sdh langganan kok video tidak tersedia untuk di putar ?,1
apk makin lama makin ancur,1
"maaf developer apakah saya bisa refund, saya ga sengaja berlangganan",1
nyesel wkwk tidak semua film ada rugi masa harus download vpn lagi taik,1
where sbr,1
zaman modern kaya sekarang begini aplk Netflix bagus dan sangat canggih gaya dan mungkin plus bagi yg suka film ataw drama melow... bukti aku sudah download utk aplk tsb trima kasih ya!1,5
dimana anime SBR EPS 2,1
"gak jelas,waktu mau masuk gak bisa sialan emang,gak jelas bnget",1
Where is SBR Netflix 😬,1
MANA SBR NYA KNTLLLL?????,1
MANTAPP JOSS,5
"Please add a special subscription package for games, I beg Netflix",5
Mana SBR weakly nya flix? 2026? flix-flix sengaja ya bikin aku marah😡.,1
sbr eps 2 bro💔,1
SBR eps 2 Rn....,1
film kamen Rider seru seru aku suka seru oke kak,5
mana eps 2 sbr flik?,1
"Netflix, Just release Steelballrun weekly. i Will kill myself if you release it in batches",1
netflix mana steel ball run yang kau janji kan itu 😡😡😡,1
makin lelet banget 👎,2
I love this! Watching movies as much as I want!,5
mana steel ball run eps 2,1
Where's Steel Ball Run episode 2??,1
"Tolong Tambahin Arc wano di Onepiece nya netflix,, kok ga adaaa? tolong yaaa masa arc egghead ada, wano ga adaa",5
mana steel ball run episode 2nya,1
where sbr eps 2? 👹👺,1
netflix tolong dong kasih yg 65.000 itu buat jadi 2 perangkat ponsel saya mau berbagi sama teman ku untuk sesama ponsel aja,4
💜💜,5
super slow jojo release,1
perbaiki setting kecerahan waktu menonton. tidak bisa set ke redup otomatis cerah ketika mode menonton. membuat tidak nyaman,2
release sbr properly,1
where is my sbr,1
"Sejauh ini gw dah coba Viki, iQIYI, VIU, Vidio. Memang gak selengkap mereka kalo soal serial drama asia. Tapi Netflix tuh beda sendiri. Bisa bikin 5 profile, fitur voice ASR, codec paling banyak. Minusnya cuma 2 sebenernya. Kurang lengkap kalo soal drama asia, dan video yg diunduh kalau pakai smartphone, itu 50fps, terutama drama china. Sakit mata gw liat gerakannya. Terlalu cepat. Dibikin maskimal 25 FPS aja udah paling bener.",5
Film dan series-nya berkualitas. Cocok buat hiburan di waktu luang.,5
STEEL BALL RUN EPS 2 MANA WOIIIII,1
"Gimana ratingnya gak jelek, netflix gak bisa nonton film kebanyakan buffering loading... padahal jaringan wifi-ku gak ada masalah.",1
steel ball run nya mana netflix!!!,1
Where is Netflix's Jojo Steel Ball Run?,1
mana sbr gua,1
sbr mana woi,1
When will SBR eps 2 be released?,1
steal ball run eps 2 when?,1
sbr nya mana anj,1
"sebenarnya apk ini bagus, tapi saya kesal karna saat saya menonton tiba tiba grafik nya buram sekali, saya sudah berlangganan dari tahun kemarin, sampai sekarang belum ada perbaikan grafik, tolong diperbaiki.",3
mana sbr episode 2 nya,1
Tiba² ga bisa nonton di 2 perangkat bersamaan. padahal berlangganan yang bisa nonton secara bersamaan maksimal 2 perangkat. padahal sebelum ini aman2 aja.,3
Cukup puas ketika menonton film favorit tidak ada Masalah sama sekali aku puas dengan langganan Netflix,5
bring back Jojo Friday,1
"woy admin netflix, mau login netfik aja di persulit ini gimana si, harus bayar dulu baru bisa login gimana si taik banget dah, ngapain si di persulit segala, tinggal masukan akun email udah kek, ini ada persyaratan segala makin ribet",1
bagus juga,2
WHERE IS SBR NETFLIX???!!!,1
aplikasi gila waktu udah langganan gak bisa di buka giliran langganan udah habis bisa di buka,1
woyyyyyy mana sbr eps 2 nya,1
RELEASE THE STEEL BALL RUN WEEKLY,1
"lain kali kalo naro film yang bagus aja, klo dicampur bagus jelek tambahin fitur rating biar tau bagus atau jelek filmnya. gw nonton buang waktu gada faedahnya film jelek maksa dibuat gw mau rating gabisa karna gada fitur rating",1
Steel Ball Run When?????,1
Sudah bagus.. tapi drakor nya masih kurang lengkap dan update,5
"JANGAN RUSAK HYPEJOJO SBR, DENGAN RILIS PERBATCH",1
jojo selalu kena sistem batch,1
"susah buat login nya, harus muter sini muter sana mana harus bayar lagi, ngga ngotak banget lagi harganya, maaf banget min kecewa banget akutuh sampe nangis kaga bisa masuk masuk padahal pengen banget nonton series fav kuu",1
"GAKK JELAS, login gabisa bisa padahal sinyal bagus, sering ke logout sendiri akunnya dan mau login juga susah karn terjadi kesalahan",1
"tidak bisa di buka, notifikasi tidak dapat tersambung netflix",2
busuk. udah langganan tapi gak bisa masuk,1
"sekarang kok bayar,mana jelek bgt lagi app ny,ribet 👎",1
Where's Steel Ball Run Netflix,1
woi mana steel ball run nya !!!!! 👿👿👿👿👿👿😡😡🤬,1
Where is sbr new episode,1
mana STEEL BALL RUN yang kau janjikan upload tiap kamis itu haaaaaaa🤬🤬😡😡😠😤😤,2
sangat tidak jelas kembalikan stell ball run menjadi mingguan,1
Netflix please fix the JoJo Release schedule to Weekly not a Batch,1
"kok sering bug layar pecah2? klo karena spek handphone, ni HP tipe flagship. Jaringan tidak ada masalh, tolong pihak Netflix di perbaiki aplikasi nya.",4
loginnya susah bgt.. udah berkali-kali download tetep susah login.. padahal bagus² disini,2
"Mahal² bayar lebih biar enak nonton, tpi malah di bikin sakit mata sama kualitas gambar nya yg burem, hadeuhh",1
jangan rilis SBR kalo belum siap jembud,1
release Steel Ball Run weekly dawg 🥀,1
"pliks pliks, anime paling ditunggu kaga dpt kepastian eps 2, terus ada wacana naikin harga sub, nyenengin investor doang lu, lama kelamaan apk ini mati sendiri org org jg bakal terus pake bajakan",1
banyak film populer dan kualitasnya sangat bagus,5
mau daftar aj susah tolol,1
aplikasi sampah berhenti langganan netflix gak bisa,1
ikan goreng kan mantep ya nah Netflix juga mantep,5
layar hitam bugs,2
"netflix itu susah metode pembayaran nya, ribet",1
sy suka,5
seruuu bgddd banyak film yg baruu,5
banyak film gak ada,4
"gbs langganan sama dengan gbs dipake bintang 1 mending amajon prem, app gbs dipake sblm langganan, pas dh langganan ternyata ga ada filmnya, merugi cui",1
mana steel ball run netflix.....,1
DI HUAWEI MATEPAD GABISAAAAAA,1
Keren,5
where is steel ball run netflix,1
apk nya kadang eror kadang lag juga,1
bgus bgt,5
Kekurangan film barat tahun 2005-2017 Jadi kurang seru nonton nya,2
where the steel ball run Netflix,1
meskipun sedikit mahal tapi list filmnya banyak dan gak ada habisnya,5
"Nonton Hiburan Drama Film Horror, Video juga HD 100% persen No HOAX 👍👍👍",5
Aplikasi yang paling bagus banget saya suka sama film drama korea dan film barat.,5
lagi eror ya? gak bisa dibuka coba dwnload di device berbeda jg ga bisa pdahal selalu berlangganan,3
"udah login brapakali, lah tetep ga bisa msk",1
"Sebelumnya oke oke aja untuk kualitas videonya, karena saya beli yang paling bagus. Tapi kok belakangan kualitasnya menurun banget ya, padahal internet stabil, ketika ngecek spesifikasi pemutaran, ternyata device saya ga mendukung. Jadi mikir ulang buat lanjut berlangganan nih kalo ternyata ga mendukung 😅",2
"banyak bug, padahal udah gabung anggota",1
jelekk👎👎,1
berkali kali keluar dari semua perangkat dan ga ada yg pakai tapi ga bisa nonton karna alasan ada perangkat lain yg lagi nonton. (saya beli langsung dari netflixnya),1
"Tolong lah mengapa sulit sekali masuk ke Netflix dari Smartphone saya, sudah membuat akun baru melalui situs resmi Netflix di internet menggunakan akun email Google sukses dan berhasil namun saat ingin menggunakan cara yang sama ke aplikasi ini malah error/terjadi kesalahan tunggu beberapa menit lagi. ini sangat membingungkan mengapa berbeda untuk login melalui website resmi dengan aplikasi, ini sangat mengecewakan jika saya harus menonton dari websitenya dan tidak dari aplikasi.",1
"sangat enak dipakai untuk menonton film,karena pilihan filmnya sangat lengkap",5
mau nonton INTERSTELLAR udah ga ada padahal film pembuat yang sama masih ada,1
Di huawei matepad susah banget Gagal login trs karena kesalahan,2
terjadi masalah,1
good app for watching movie,5
"gk mau login, selalu kembali ke layar utama jelek",1
"oy aku baru nak nyoba pake netflix bayar 54 nak masukin kode otp nyo be lamo niann ,pas daftar tdi lancar'be giliran nak masuk be susah pahahal sinyal bagus' be kacauu nian ,baru loo kampangg la kecewa nian aku smo kw !!!",3
"Netflix keren, Hapus aje semua film nya😂 masa semua film yang gua cari kaga ada percuma gua langganan bjirr😂😂 katanya ""aplikasi dengan film yang lengkap"" lengkap dari mana coba kek gitu gua cari film yang gua mau yang muncul sampah semua😂😂 KECEWA BERAT🥀✌️",5
karena gaada thr,1
"wow luar biasa mau buat akun aja bayar dulu dipaksa beli paket padahal mau liat dulu daftar film dan serialnya apa aja, langsung uninstall",1
"kok aku GK bisa login,, padahal jaringan waifi ku lancar lohhhhhhh",3
"heran bngtt nih sm app stu ini, udah juga di bayar, masih ada error, mau nonton tpi episode 1 nya malah loding lama bngt, msa ia langsung ke episod 2 sihh, tolong perbaiki lagi.",2
"min ngk bisa login, akun baru",1
BAGUS BGTTT,5
ini gimana dah cara buat akunnya eror mulu,1
release jjba steel ball run eps 2,1
assalamu'alaikum,5
sbr yearly,1
malas berbayar jir,1
Netflix Netflix ready,5
ga seru gabisa nonton kartun Tayo berantem lawan ultramen,1
"Netflix is a great app for watching movies and series. It has a wide variety of content, smooth streaming, and an easy-to-use interface. Perfect for entertainment anytime. Highly recommended!",5
"dah login susah, harga mahal, Berhasil login pas nonton malah keluar sendiri kok makin sampah aja ini",1
"pengguna Baru dipersulit, dari awal daftar mondar mandir ke web ke Gmail padahal punya server sendiri , login terlalu sulit.",1
video nya tidak bisa diputar padahal udah bayar mahal mahal tolong diperbaiki sistem nya!!!!!,1
Rilis anime SBR eps 2 nya mana wok?!!!,3
soalnya bayar,1
"update sekarang sangat buruk netflix saya berubah jadi widevine L3 padahal sebelum update netflix nya masih widevine L1, tolong dong di perbaiki lagi manajemen hak digital nya",1
serius Netflix sekarang ga bisa login,1
"Gabisa login ""terjadi kesalahan coba lagi dalam beberapa menit"",, masalahnya ini udah berhari hari ga bisa hadeh",1
"setiap mau nonton film atau move selalu gaada, heran terkenal tpi tidak lengkap",1
"saya tidak bisa daftar akun, sudah memakai nomor tidak bisa, dan menggunakan email juga tetap tidak bisa, bikin kesel",1
setiap mau login akun selalu aja ada masalah,2
Ini aplikasi bagus ya begitulah,3
loading trs,1
"saya sudah mengeluarkan akun lain, tp netflix tetap saja menganggap saya menonton di perangkat lain juga",3
nice,5
Netflix slalu the best lah,5
tau lah,1
uang di dana saya tersedot padahal saya sudah tidak pakai netflix,1
"saya udah bayar mahal mahal malah akun saya hilang,tolong untuk pihak netflix",1
"oy aplikasi sya ko gk bisa di buka,, alasan koneksi internet mulu, pdahal internet bagus,, percuma udah bayar tapi gk bisa di tonton",1
"ini kenapa ya sering bngt terjadi kesalahan lah, koneksi internet nggak ada lah, padahal jelas"" internet bagus. kalo cuma sejam doang dih ga masalah ini karang sampe berhari"" ngerugiin waktu berlangganan klo gitu karna kemakan sama bug nya .",1
"aplikasi tll., G j, bikin akun maduk aja susah!!",1
film nya makin dikit,1
krna bts aku ksih bintang 5 dehh,5
wah sumpah seru aku kasih rating 5,5
bagus sih tapi kasih lebih banyak film bioskop,5
gw udh bayar .. gk bisa masuk gw malah disuruh masuk lagi bayar lagi,1
aplikasi ribet,1
aplikasi netflix sangat bagus. walaupun berbayar tetapi film nya tidak bosan sangat update,5
"ga asik udah ga bisa sharing account, padahal harga lumayan mahal dengan aturan yang begitu banyak kurang wort, coba deh improve minimal bisa dipake 2/3 orang masa harus ikutin harga, dan harus satu rumah pelit banget, sedangkan harga sebulan cukup mahal dan untuk sekedar nonton film yang sensitivitas kureng.",1
thank you NetFlixXBTS 💜💜💜💜arirang,5
sumpah di tab Infinix looding kaga bisa masuk ke flim kalo di hp aja bisa,1
yaa lumayan lah,5
"Filem anime yang ada audio Dubbing indonesian nya cuman itu itu saja, cuman sedikit, bahkan filem anime yang terbaru taun ini aja gak ada Dubbing indonesia nya, apalagi yang tahun yang kemarin nya...",1
udah berlangganan malah ngak bisa nonton aplikasi macam apa ini,1
"aplikasi gak jelas udah berlangganan tapi disuruh bayar lagi, sudah ajukan refund tapi udah 2 bulan uang nya gak balik balik, sebenarnya gw gak mau kasih bintang tapi minimal harus kasih bintang biar bisa di posting, BALIKIN UANG GW WOII",1
"dapat bug tidak bisa memutar film di Netflix baru sekali ini layar hitam loading terus, bruh why",4
terlalu ribet,1
di Netflix banyak film bagus lama maupun baru apalagi jika berlangganan bisa nonton tanpa ganguan dan selalu dapet notifikasi kalau ada film baru,5
suka banget sama aplikasi nonton inii,5
layarnya jadi glitch mulu pas nonton.,1
"film nya ko patah patah ya, padahal jaringan bgus bgus aj",2
"udah top up tpi tiba"" keluar ga bisa fi akses lagi,cuman kepake nnton 1x doang pas nnton bts tadi mlm",2
gimana dah cara daftarnya sulit banget,1
ini Netflix gimana sih gua login kok gk masuk² gua udah 68 kali nyoba login gagal terus gjelas!,2
aplikasinya jelek aku udh masukkin akun buat nonton nggak bisa malah nggak di terima anj banget ngeselin pokoknya jelek aplikasi nya kasian aku makannay aku kasih bintang,1
tidak bisa masukan email,2
"udh daftar udh bayar ovo kepotong tp malah tiba2 keluar akun sdri, login lg gak bs2 masuk2, buang2 duit",1
"error 5.8/510 susah di perbaiki, buffering terus",1
